StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q93,Q16,Q65,Q66,Q91,2_Q80,2_Q84_First Click,2_Q84_Last Click,2_Q84_Page Submit,2_Q84_Click Count,5_Q80,5_Q84_First Click,5_Q84_Last Click,5_Q84_Page Submit,5_Q84_Click Count,6_Q80,6_Q84_First Click,6_Q84_Last Click,6_Q84_Page Submit,6_Q84_Click Count,7_Q80,7_Q84_First Click,7_Q84_Last Click,7_Q84_Page Submit,7_Q84_Click Count,8_Q80,8_Q84_First Click,8_Q84_Last Click,8_Q84_Page Submit,8_Q84_Click Count,1_Q11,1_Q41_First Click,1_Q41_Last Click,1_Q41_Page Submit,1_Q41_Click Count,2_Q11,2_Q41_First Click,2_Q41_Last Click,2_Q41_Page Submit,2_Q41_Click Count,3_Q11,3_Q41_First Click,3_Q41_Last Click,3_Q41_Page Submit,3_Q41_Click Count,4_Q11,4_Q41_First Click,4_Q41_Last Click,4_Q41_Page Submit,4_Q41_Click Count,5_Q11,5_Q41_First Click,5_Q41_Last Click,5_Q41_Page Submit,5_Q41_Click Count,6_Q11,6_Q41_First Click,6_Q41_Last Click,6_Q41_Page Submit,6_Q41_Click Count,7_Q11,7_Q41_First Click,7_Q41_Last Click,7_Q41_Page Submit,7_Q41_Click Count,8_Q11,8_Q41_First Click,8_Q41_Last Click,8_Q41_Page Submit,8_Q41_Click Count,9_Q11,9_Q41_First Click,9_Q41_Last Click,9_Q41_Page Submit,9_Q41_Click Count,10_Q11,10_Q41_First Click,10_Q41_Last Click,10_Q41_Page Submit,10_Q41_Click Count,11_Q11,11_Q41_First Click,11_Q41_Last Click,11_Q41_Page Submit,11_Q41_Click Count,12_Q11,12_Q41_First Click,12_Q41_Last Click,12_Q41_Page Submit,12_Q41_Click Count,13_Q11,13_Q41_First Click,13_Q41_Last Click,13_Q41_Page Submit,13_Q41_Click Count,14_Q11,14_Q41_First Click,14_Q41_Last Click,14_Q41_Page Submit,14_Q41_Click Count,15_Q11,15_Q41_First Click,15_Q41_Last Click,15_Q41_Page Submit,15_Q41_Click Count,16_Q11,16_Q41_First Click,16_Q41_Last Click,16_Q41_Page Submit,16_Q41_Click Count,17_Q11,17_Q41_First Click,17_Q41_Last Click,17_Q41_Page Submit,17_Q41_Click Count,18_Q11,18_Q41_First Click,18_Q41_Last Click,18_Q41_Page Submit,18_Q41_Click Count,19_Q11,19_Q41_First Click,19_Q41_Last Click,19_Q41_Page Submit,19_Q41_Click Count,20_Q11,20_Q41_First Click,20_Q41_Last Click,20_Q41_Page Submit,20_Q41_Click Count,Q96,understanding,Q98,Q99_4,Q100,Q101,base,appleValue,pearValue,mangoValue,orangeValue,bananaValue,limeValue,rewardChance,timeLimit,font,get_budget,get20
7/29/20 15:40,7/29/20 15:56,IP Address,46.234.210.170,100,971,TRUE,7/29/20 15:56,R_2ZVOdJsjth4OSYZ,,,,,45.0697937,11.79020691,anonymous,EN,5e668f3107e41f04e1ff4a95,Left,7.9,7,Orange,Right,17.951,17.951,19.684,1,Left,6.409,6.409,8.284,1,Right,2.19,2.19,3.908,1,Right,0.331,0.331,2.152,1,Left,19.88,19.88,21.779,1,Left,3.55,3.55,6.119,1,Right,11.734,11.734,15.472,1,Left,8.939,8.939,11.085,1,Right,0,0,5.489,0,Right,2.955,3.65,5.8,2,Left,1.883,1.883,4.51,1,Right,2.276,2.276,5.192,1,Right,1.974,1.974,4.065,1,Right,8.184,8.184,9.954,1,Right,13.007,13.007,14.424,1,Left,6.889,9.314,10.649,2,Left,1.587,1.587,3.275,1,Right,2.564,2.564,4.049,1,Right,15.086,16.801,18.412,3,Left,0.845,0.845,3.781,1,Right,10.45,10.45,12.659,1,Right,9.848,9.848,11.394,1,Right,0.371,0.371,2.681,1,Left,3.083,3.083,5.03,1,Right,7.81,7.81,9.606,1,All images load well,all clear,Female,39000,Bachelor's Degree,Orange,1.3,1.3,3,5,2.2,7,6,10%,20,16,9,0
7/29/20 15:44,7/29/20 15:56,IP Address,151.231.164.195,100,755,TRUE,7/29/20 15:56,R_3OdnE0nyGXs523V,,,,,51.3809967,0.115005493,anonymous,EN,5958fb67faf83d00014944a9,Left,7.9,7,Orange,Right,14.908,14.908,16.186,1,Right,5.722,5.722,7.052,1,Right,4.067,4.067,5.582,1,Right,13.412,13.412,14.574,1,Right,53.332,53.332,75.955,1,Right,17.036,17.036,18.487,1,Left,2.029,3.301,4.182,2,Right,1.341,1.341,2.265,1,Left,1.67,1.67,4.119,1,Left,1.601,1.601,4.403,1,Right,7.3,7.3,8.834,1,Left,6.901,6.901,8.039,1,Left,17.2,17.2,18.856,1,Left,2.674,2.674,4.371,1,Right,1.801,1.801,18.176,1,Left,16.9,16.9,18.65,1,Right,8.217,16.409,17.637,2,Right,9.405,9.405,11.441,1,Left,15.297,15.297,16.543,1,Right,18.381,18.381,19.509,1,Left,18.456,19.863,20.111,3,Right,17.331,19.032,19.874,2,Left,15.394,16.704,18.461,2,Left,13.503,13.503,15.135,1,Left,12.526,12.526,20.108,1,All images load well,Very clear. No confusion.,Male,25000,Bachelor's Degree,Orange,1.3,1.3,3,5,2.2,7,6,10%,20,16,3,0
7/29/20 15:44,7/29/20 15:56,IP Address,24.79.13.172,100,713,TRUE,7/29/20 15:56,R_9NeJPEql6Ck79VT,,,,,49.94110107,-97.05780029,anonymous,EN,5b639ebd7584240001421064,Left,7.9,7,Orange,Right,10.195,10.195,11.055,1,Right,3.386,12.386,13.35,2,Right,4.313,6.297,10.212,2,Right,2.402,4.086,5.043,2,Right,24.332,24.332,25.314,1,Right,0.698,0.698,1.691,1,Left,1.403,2.425,2.782,2,Right,1.552,1.552,2.703,1,Left,1.395,1.395,2.492,1,Left,1.573,1.573,2.565,1,Right,1.837,1.837,6.475,1,Left,8.011,8.011,9.047,1,Left,16.916,16.916,18.046,1,Left,9.149,9.149,10.423,1,Right,2.225,2.225,3.448,1,Right,12.936,13.991,14.44,2,Right,2.301,2.301,3.877,1,Right,1.716,1.716,2.739,1,Left,9.599,9.599,10.408,1,Right,1.713,1.713,2.751,1,Right,2.127,3.31,3.719,2,Right,16.596,16.596,17.898,1,Right,5.85,6.097,7.583,2,Left,5.671,5.671,6.767,1,Left,1.511,1.511,2.663,1,All images load well,,Female,55000,Bachelor's Degree,Orange,1.3,1.3,3,5,2.2,7,6,10%,20,16,8,0
7/29/20 15:42,7/29/20 15:57,IP Address,85.247.92.114,100,887,TRUE,7/29/20 15:57,R_3EEDdkYOJa7tVgB,,,,,38.71740723,-9.132095337,anonymous,EN,5cddb06d025b0b001ce92176,Left,"7,9",7,Orange,Right,14.845,14.845,17.395,1,Right,3.244,3.244,4.84,1,Right,25.3,25.3,26.859,1,Right,19.336,19.336,21.216,1,Right,22.424,22.424,24.439,1,Right,3.348,3.348,5.259,1,Left,2.936,2.936,4.101,1,Right,2.096,2.096,3.707,1,Left,1.249,1.249,3.525,1,Right,14.743,14.743,16.2,1,Right,5.927,5.927,10.829,1,Left,8.641,8.641,10.635,1,Left,8.736,8.736,10.208,1,Left,3.539,3.539,5.762,1,Left,1.8,1.8,3.042,1,Right,2.656,2.656,6.175,1,Left,9.698,9.698,11.392,1,Left,19.591,19.591,20.019,1,Left,3.901,3.901,7.131,1,Right,18.494,18.494,19.901,1,Left,4.72,4.72,6.358,1,Right,3.356,3.356,6.422,1,Left,2.108,2.108,4.032,1,Left,15.831,15.831,17.684,1,Right,7.511,7.511,9.594,1,All images load well,,Female,9500,High School Diploma or equivalent,Orange,1.3,1.3,3,5,2.2,7,6,10%,20,16,5,0
7/29/20 15:43,7/29/20 15:58,IP Address,188.137.39.164,100,861,TRUE,7/29/20 15:58,R_SPjPJKPndANzAUp,,,,,50.04719543,18.46749878,anonymous,EN,5ead7d6e96a62440b21c25f8,Left,7.9,5.7,Orange,Right,0.974,31.31,32.123,3,Right,0.924,16.164,17.05,10,Right,1.369,12.303,13.034,2,Right,1.076,20.143,20.846,3,Right,4.452,29.37,30.211,2,Right,1.18,5.646,6.401,2,Left,1.056,7.256,8.035,2,Right,1.441,9.853,10.138,3,Right,0.509,5.193,6.14,6,Left,1.335,15.752,16.49,2,Right,1.574,10.31,10.568,3,Left,1.036,7.687,8.014,3,Left,0.528,9.922,10.868,2,Left,1.1,14.682,15.557,3,Right,1.354,18.769,19.424,2,Right,1.441,10.967,11.682,2,Left,0.884,17.788,18.487,2,Right,2.431,17.803,20.082,2,Right,0.105,14.572,15.379,4,Right,0.87,15.98,16.832,2,Left,0.692,12.29,14.258,2,Right,1.064,14.23,15.401,3,Left,2.46,11.894,12.817,3,Left,1.003,18.351,19.19,2,Right,0.818,9.768,10.111,3,There are some images which don't load,"Everything was clear, but I had to open the images in a new window just so I could see them.",Male,25000,High School Diploma or equivalent,Orange,1.3,1.3,3,5,2.2,7,6,10%,20,16,3,0
7/29/20 15:40,7/29/20 16:01,IP Address,89.200.165.117,100,1260,TRUE,7/29/20 16:01,R_5zDBeXJ8IjQvMMF,,,,,49.96200562,18.71220398,anonymous,EN,5f0b9d47ea451d10d1d76591,Left,"7,9",7,Orange,Right,4.554,6.095,6.817,2,Right,2.346,3.042,3.76,2,Right,3.077,3.077,4.025,1,Right,576.357,576.357,577.244,1,Right,50.435,50.435,52.314,1,Right,6.785,6.785,7.627,1,Left,1.8,1.8,2.863,1,Right,1.588,1.588,2.73,1,Left,1.297,1.297,2.229,1,Left,13.265,13.265,14.166,1,Right,2.208,2.208,3.086,1,Left,1.732,2.428,2.808,2,Right,13.151,13.151,14.076,1,Right,1.608,17.826,18.687,4,Right,12.683,12.683,13.39,1,Right,7.598,7.598,8.614,1,,0,0,20.011,0,Left,9.696,9.696,10.586,1,Left,12.42,12.42,13.373,1,Right,2.274,2.274,3.739,1,,0,0,20.108,0,Right,4.574,4.574,5.345,1,Left,18.81,18.81,19.783,1,Left,3.123,3.123,4.145,1,Right,9.027,9.027,10.05,1,All images load well,,Male,0,High School Diploma or equivalent,Orange,1.3,1.3,3,5,2.2,7,6,10%,20,16,5,0
7/29/20 15:43,7/29/20 16:02,IP Address,189.130.184.77,100,1111,TRUE,7/29/20 16:02,R_9ZXXExjlgaEQatz,,,,,19.43569946,-99.14379883,anonymous,EN,5f03d120a2829261b41a1c8d,Left,7.9,10,Orange,Right,42.09,42.09,44.444,1,Right,4.429,4.429,6.156,1,Right,6.322,6.322,8.744,1,Left,7.076,7.076,9.301,1,Left,4.684,4.684,28.7,1,Right,7.189,8.498,10.752,2,Left,5.521,8.522,12.001,2,Right,5.103,5.519,7.093,2,Left,8.652,8.652,11.667,1,Left,5.988,5.988,8.902,1,Right,7.534,7.534,9.241,1,Left,0,0,2.17,0,Left,2.201,2.201,4.272,1,Left,0.561,0.561,3.1,1,Left,8.926,8.926,10.685,1,Right,3.528,3.528,8.16,1,Right,3.499,3.499,5.417,1,,0,0,20.121,0,Left,8.409,8.409,10.103,1,Left,7.31,7.31,10.699,1,Right,4.04,4.04,6.002,1,Right,8.049,8.049,10.004,1,Left,13.693,13.693,15.203,1,Right,2.287,2.287,4.255,1,Left,4.109,4.109,6.168,1,All images load well,The instructions where ok. Maybe a little larger typography would help with the clarity.,Female,8189,High School Diploma or equivalent,Orange,1.3,1.3,3,5,2.2,7,6,10%,20,16,9,0
7/29/20 15:43,7/29/20 16:03,IP Address,81.101.70.27,100,1194,TRUE,7/29/20 16:03,R_Bs13Nro0sNfKHCN,,,,,52.49180603,-1.859802246,anonymous,EN,5e2dd82ecad44b3c33567b70,Left,7.9,9,Orange,Right,1.339,1.339,2.675,1,Left,3.409,5.952,6.247,4,Left,1.422,2.769,4.26,5,,0,0,1.166,0,Left,0.604,0.604,1.805,1,Left,1.032,1.032,2.054,1,Left,0.552,0.552,1.898,1,Left,1.258,2.316,2.633,2,Left,1.071,1.071,2.519,1,Left,1.338,9.959,10.26,13,Left,8.548,11.088,11.694,5,Left,1.252,1.252,2.773,1,Left,1.327,1.327,5.294,1,Left,4.323,4.323,5.428,1,Left,3.377,3.377,4.491,1,Left,7.971,7.971,20.011,1,,0,0,20.011,0,Right,2.249,2.249,3.399,1,,0,0,0.891,0,Left,1.156,1.156,2.2,1,Left,2.484,2.484,20.073,1,Left,0.886,0.886,2.893,1,,3.321,3.321,20.009,1,Left,1.541,2.833,5.431,2,Left,1.061,2.3,2.948,2,None of the images load,no not really i was confused,Female,23,Bachelor's Degree,Apple,1.3,1.3,3,5,2.2,7,6,10%,20,16,8,0
7/29/20 15:42,7/29/20 16:04,IP Address,189.153.222.102,100,1365,TRUE,7/29/20 16:04,R_1pmJ8P5ucCDcltp,,,,,25.67520142,-100.3197021,anonymous,EN,5f16336a0fa37a1b36d9190e,Left,7.9,7,Orange,Right,18.736,18.736,94.789,1,Right,3.744,3.744,4.901,1,Right,13.894,13.894,14.812,1,Right,369.038,369.038,370.498,1,Right,45.403,45.403,131.9,1,Right,4.597,4.597,15.35,1,Left,8.119,8.119,9.967,1,Right,2.967,2.967,4.508,1,Left,3.354,3.354,4.356,1,Left,4.054,4.054,17.975,1,Right,6.37,6.37,7.693,1,Left,2.889,2.889,10.397,1,Left,10.749,10.749,14.45,1,Left,3.296,3.296,12.534,1,Right,14.129,14.129,15.403,1,Right,12.983,12.983,16.208,1,Left,9.687,11.08,12.218,2,Left,3.85,3.85,15.999,1,Left,14.196,14.196,20.012,1,Right,2.976,2.976,14.903,1,Left,12.387,12.387,18.349,1,Left,4.474,4.474,20.112,1,Left,3.47,3.47,11.694,1,Left,3.726,3.726,16.231,1,Right,7.411,7.411,16.47,1,All images load well,All was clear enough,Male,20000,Bachelor's Degree,Orange,1.3,1.3,3,5,2.2,7,6,10%,20,16,5,0
7/29/20 15:44,7/29/20 16:06,IP Address,94.65.220.254,100,1330,TRUE,7/29/20 16:06,R_YbRPtS769Z3N6RX,,,,,40.04570007,20.76040649,anonymous,EN,5bd056f9263e0a00016d20d3,Left,7.9,7,Orange,Right,62.049,62.049,63.141,1,Right,2.343,2.343,3.61,1,Left,24.084,24.084,26.464,1,Right,21.517,21.517,22.927,1,Right,4.273,4.273,18.687,1,Right,5.397,5.397,6.688,1,Left,7.063,8.289,8.945,2,Right,3.984,3.984,5.387,1,Left,3.857,3.857,5.003,1,Left,12.309,12.309,13.61,1,Right,4.249,4.249,7.927,1,Left,5.701,5.701,7.101,1,Left,8.816,9.81,11.016,2,Right,2.884,2.884,4.493,1,Right,18.568,18.568,19.758,1,Right,10.649,10.649,11.727,1,Left,8.915,8.915,10.656,1,Left,5.391,5.391,6.466,1,Left,2.99,2.99,4.489,1,Right,4.999,4.999,6.254,1,Left,10.736,10.736,11.926,1,Right,6.976,6.976,8.355,1,Left,7.569,7.569,11.325,1,Left,5.073,5.073,7.607,1,Right,2.612,2.612,3.942,1,All images load well,They were completely clear.,Female,5000,High School Diploma or equivalent,Orange,1.3,1.3,3,5,2.2,7,6,10%,20,16,6,0
7/29/20 15:51,7/29/20 16:21,IP Address,189.213.146.221,100,1790,TRUE,7/29/20 16:21,R_2eRQogkpCpc2HN4,,,,,25.78250122,-100.3091965,anonymous,EN,5d5597650bb439000168a5b4,Left,7.9,7,Orange,Right,30.605,30.605,32.229,1,Right,8.889,8.889,10.42,1,Right,27.888,27.888,29.219,1,Right,42.204,42.204,43.023,1,Right,20.792,20.792,22.059,1,Right,13.489,13.489,14.685,1,Left,4.778,4.778,14.208,1,Right,3.404,3.404,11.524,1,Left,4.553,8.185,10.973,2,Left,10.117,10.117,11.444,1,Right,7.3,7.3,8.71,1,Left,9.081,9.158,10.564,2,Left,10.544,10.544,11.588,1,Left,11.659,11.736,12.747,2,Right,13.418,13.502,14.675,2,Right,15.181,19.381,20.107,2,,0,0,20.007,0,Left,13.718,13.718,14.77,1,Left,17.015,17.015,18.222,1,Right,10.061,10.061,11.178,1,Left,15.646,15.707,16.799,2,Right,14.149,14.218,15.062,2,Left,16.811,16.811,17.774,1,Left,12.538,12.538,13.653,1,Right,9.823,9.823,12.332,1,All images load well,"That there were no questions at the beginning of each photo, no matter that the question was repeated in each one. This works to keep in mind the activity to be carried out.",Female,50000,Bachelor's Degree,Orange,1.3,1.3,3,5,2.2,7,6,10%,20,16,7,0
7/29/20 16:15,7/29/20 16:23,IP Address,174.116.28.33,100,465,TRUE,7/29/20 16:23,R_ePpjY1qVt0clutr,,,,,45.41099548,-75.70970154,anonymous,EN,5e99f5e9fd5d84071bd71796,Left,7.9,7,Orange,Right,1.742,1.742,3.711,1,Right,2.342,2.342,3.813,1,Right,3.731,3.731,4.982,1,Right,6.452,6.452,7.548,1,Right,16.097,16.097,16.983,1,Right,1.236,1.236,2.34,1,Left,1.7,1.7,2.931,1,Right,0.615,0.615,1.821,1,Left,0.085,0.085,1.49,1,Left,1.039,1.039,2.273,1,Right,5.726,5.726,6.728,1,Left,5.788,5.788,6.912,1,Left,10.391,10.391,11.725,1,Left,0,0,10.179,0,Right,6.662,7.17,8.401,2,Right,1.686,1.686,2.864,1,Right,1.748,1.748,3.467,1,Left,7.848,7.848,13.17,1,Left,1.531,11.25,12.44,2,Right,7.391,7.391,8.86,1,Right,11.629,11.629,12.942,1,Left,0.299,0.299,3.131,1,Left,5.945,5.945,15.15,1,Left,3.204,3.204,5.547,1,Right,10.24,10.24,11.344,1,All images load well,"nothing, it was pretty clear",Male,60000,Bachelor's Degree,Orange,1.3,1.3,3,5,2.2,7,6,10%,20,16,7,0
