StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,PID,Q16,Q65,Q66,Q91,2_Q80,2_Q84_First Click,2_Q84_Last Click,2_Q84_Page Submit,2_Q84_Click Count,5_Q80,5_Q84_First Click,5_Q84_Last Click,5_Q84_Page Submit,5_Q84_Click Count,6_Q80,6_Q84_First Click,6_Q84_Last Click,6_Q84_Page Submit,6_Q84_Click Count,7_Q80,7_Q84_First Click,7_Q84_Last Click,7_Q84_Page Submit,7_Q84_Click Count,8_Q80,8_Q84_First Click,8_Q84_Last Click,8_Q84_Page Submit,8_Q84_Click Count,1_Q11,1_Q41_First Click,1_Q41_Last Click,1_Q41_Page Submit,1_Q41_Click Count,2_Q11,2_Q41_First Click,2_Q41_Last Click,2_Q41_Page Submit,2_Q41_Click Count,3_Q11,3_Q41_First Click,3_Q41_Last Click,3_Q41_Page Submit,3_Q41_Click Count,4_Q11,4_Q41_First Click,4_Q41_Last Click,4_Q41_Page Submit,4_Q41_Click Count,5_Q11,5_Q41_First Click,5_Q41_Last Click,5_Q41_Page Submit,5_Q41_Click Count,6_Q11,6_Q41_First Click,6_Q41_Last Click,6_Q41_Page Submit,6_Q41_Click Count,7_Q11,7_Q41_First Click,7_Q41_Last Click,7_Q41_Page Submit,7_Q41_Click Count,8_Q11,8_Q41_First Click,8_Q41_Last Click,8_Q41_Page Submit,8_Q41_Click Count,9_Q11,9_Q41_First Click,9_Q41_Last Click,9_Q41_Page Submit,9_Q41_Click Count,10_Q11,10_Q41_First Click,10_Q41_Last Click,10_Q41_Page Submit,10_Q41_Click Count,11_Q11,11_Q41_First Click,11_Q41_Last Click,11_Q41_Page Submit,11_Q41_Click Count,12_Q11,12_Q41_First Click,12_Q41_Last Click,12_Q41_Page Submit,12_Q41_Click Count,13_Q11,13_Q41_First Click,13_Q41_Last Click,13_Q41_Page Submit,13_Q41_Click Count,14_Q11,14_Q41_First Click,14_Q41_Last Click,14_Q41_Page Submit,14_Q41_Click Count,15_Q11,15_Q41_First Click,15_Q41_Last Click,15_Q41_Page Submit,15_Q41_Click Count,16_Q11,16_Q41_First Click,16_Q41_Last Click,16_Q41_Page Submit,16_Q41_Click Count,17_Q11,17_Q41_First Click,17_Q41_Last Click,17_Q41_Page Submit,17_Q41_Click Count,18_Q11,18_Q41_First Click,18_Q41_Last Click,18_Q41_Page Submit,18_Q41_Click Count,19_Q11,19_Q41_First Click,19_Q41_Last Click,19_Q41_Page Submit,19_Q41_Click Count,20_Q11,20_Q41_First Click,20_Q41_Last Click,20_Q41_Page Submit,20_Q41_Click Count,Q96,understanding,Q98,Q99_4,Q100,Q101,base,appleValue,pearValue,mangoValue,orangeValue,bananaValue,limeValue,rewardChance,timeLimit,font,get_budget,get20,Q93 - Parent Topics,Q93 - Topics
8/4/20 17:31,8/4/20 17:41,IP Address,207.248.223.192,100,631,True,8/4/20 17:41,R_AzarvSJsdSoNjvH,,,,,-37.25,-73.3167038,anonymous,EN,5eb07222f887980fd34f6889,Left,7.9,7,Orange,Right,0.777,22.23,23.173,2,Right,0.878,8.034,13.004,2,Right,0.679,25.204,26.2,2,Right,0.784,8.217,9.05,2,Right,0.702,43.914,44.585,2,Right,0.176,4.033,4.762,3,Left,0.376,6.008,6.697,2,Right,0.404,4.808,5.387,2,Left,0.59,4.847,5.525,2,Left,0.523,6.899,7.581,3,Right,0.536,4.725,5.961,2,Left,0.782,9.929,10.036,2,,1.402,1.402,10.094,1,Left,0.353,5.046,5.724,2,Right,0.29,5.553,6.203,2,Right,1.298,6.236,8.266,2,Left,0.423,7.014,7.801,2,Right,1.009,7.635,8.287,2,Left,0.137,7.827,8.49,2,Right,0.431,8.334,9,2,Left,0.645,7.922,8.596,2,Left,2.346,8.505,9.215,2,Right,0.813,6.355,6.941,2,Left,0.431,9.435,9.997,3,Right,0.774,5.805,6.641,2,None of the images load,Instructions are good,Male,8552,High School Diploma or equivalent,Both equal,1.10,1.3,3,5,2.2,7,6,10%,10,16,8,0,,
8/4/20 17:32,8/4/20 17:42,IP Address,172.89.227.210,100,612,True,8/4/20 17:42,R_3j0S5EAK5qehpW4,,,,,34.07650757,-117.6279984,anonymous,EN,5f12702f38faee1c06433bf8,Left,7.9,7,Orange,Right,15.572,15.572,17.693,1,Right,4.108,4.108,5.831,1,Right,4.288,19.318,21.025,2,Right,20.232,20.232,22.234,1,Right,19.291,19.291,21.049,1,Right,4.301,4.301,5.89,1,Left,4.606,4.606,6.137,1,Right,2.864,2.864,4.107,1,Left,2.501,2.501,4.031,1,Right,4.057,4.057,5.336,1,Right,3.728,3.728,7.051,1,Right,4.017,4.017,5.792,1,,0,0,10.019,0,Left,3.48,3.48,4.766,1,Left,2.6,2.6,4,1,Right,4.74,4.74,7.332,1,Left,6.985,6.985,10.016,1,,0,0,10.012,0,Right,5.448,5.448,7.908,1,Right,2.454,2.454,4.096,1,Left,7.382,7.382,8.781,1,Left,4.319,4.319,9.57,1,Right,7.93,7.93,10.119,1,Left,5.043,5.043,6.508,1,Right,2.897,2.897,5.836,1,All images load well,It is clear enough. ,Female,21000,High School Diploma or equivalent,Orange,1.10,1.3,3,5,2.2,7,6,10%,10,16,5,0,,
8/4/20 17:30,8/4/20 17:42,IP Address,27.32.8.70,100,765,True,8/4/20 17:42,R_D7hm9i200cdtFPb,,,,,-35.27470398,149.1353149,anonymous,EN,5a140bdc5d06850001b007bd,Left,7.9,5,Orange,Right,3.091,3.091,4.474,1,Right,3.579,3.579,5.088,1,Left,25.095,25.095,26.592,1,Right,23.172,23.172,24.782,1,Left,9.478,9.478,11.573,1,Right,3.362,3.362,5.104,1,Left,1.508,1.508,3.21,1,Right,1.611,1.611,3.237,1,Left,1.315,1.315,3.1,1,Left,2.006,2.006,3.101,1,Left,5.589,9.4,10.106,2,Left,3.205,4.643,5.444,2,Left,5.68,5.68,8.201,1,Left,6.916,7.498,8.811,2,Right,4.375,4.375,6.177,1,Left,5.561,5.561,7.156,1,Right,3.866,3.866,5.382,1,Left,1.624,1.624,3.96,1,Right,2.517,3.555,5.635,2,Right,2.192,2.192,3.848,1,Left,2.047,2.047,3.649,1,Left,2.435,2.435,4.154,1,Left,3.875,3.875,5.7,1,Right,2.736,5.419,6.363,2,Left,3.376,3.376,4.848,1,All images load well,"At first I wasn't sure what you wanted me to choose based on, so I assumed you wanted me to pick the side with the highest monetary value",Prefer not to say,30000,High School Diploma or equivalent,Orange,1.10,1.3,3,5,2.2,7,6,10%,10,16,4,0,,
8/4/20 17:29,8/4/20 17:42,IP Address,200.68.137.171,100,795,True,8/4/20 17:42,R_2bVPvtwJ0zd0lrL,,,,,21.01400757,-89.56900024,anonymous,EN,5ddbeaff798297b3928a0850,Left,7.9,7,Orange,Right,5.041,6.15,7.21,4,Right,0.519,0.601,2.725,2,Right,9.426,10.301,11.488,4,Right,6.108,6.262,7.586,2,Right,16.838,17.057,18.369,2,Right,4.481,4.654,5.643,2,Left,2.647,2.701,4.031,2,Right,1.375,1.542,3.321,2,Left,1.639,1.833,3.391,2,Left,1.612,1.701,3.968,2,Right,2.902,3.07,4.098,2,Left,2.705,2.883,4.133,2,Left,2.995,3.178,4.301,2,Left,4.956,5.143,6.083,2,Right,6.121,6.201,7.277,2,Right,5.438,6.464,7.317,4,Left,0,0,1.844,0,Left,1.132,1.39,2.639,2,Left,4.598,4.778,5.878,2,Right,4.681,4.869,5.968,2,Left,1.835,1.901,3.102,2,Right,2.992,3.161,4.088,2,Left,5.368,5.537,6.51,2,Left,4.308,6.164,7.089,4,Right,5.046,5.103,6.232,2,There are some images which don't load,,Female,29000,High School Diploma or equivalent,Both equal,1.10,1.3,3,5,2.2,7,6,10%,10,16,2,0,,
8/4/20 17:30,8/4/20 17:43,IP Address,85.49.242.204,100,753,True,8/4/20 17:43,R_3qVaNjjbiedfJMW,,,,,39.47050476,-0.376495361,anonymous,EN,5ebdb1414b3e5d0e1e46e76d,Left,7.9,7,Orange,Right,24.319,24.319,25.225,1,Right,4.91,4.91,8.135,1,Right,26.706,26.706,27.811,1,Right,36.002,36.002,36.9,1,Right,22.779,22.779,23.643,1,Right,4.663,4.663,6.118,1,Left,3.605,3.605,5.11,1,Right,3.002,3.002,4.783,1,Left,2.614,2.614,3.633,1,Left,2.404,2.404,5.029,1,Right,3.564,3.564,4.869,1,Left,2.404,2.404,3.431,1,Right,6.95,6.95,8.534,1,Left,2.539,2.539,3.829,1,Right,5.234,6.33,7.556,2,Right,8.893,8.893,10.01,1,Right,8.45,8.45,9.418,1,Left,7.016,7.016,8.162,1,Right,4.729,4.729,7.697,1,Right,4.247,4.247,6.816,1,Left,6.491,6.491,7.548,1,Right,6.579,6.579,7.698,1,Left,7.236,8.468,8.814,2,Left,7.06,7.06,8.14,1,Right,4.707,4.707,5.826,1,All images load well,"Yes, I think it's clear.",Male,12000,High School Diploma or equivalent,Apple,1.10,1.3,3,5,2.2,7,6,10%,10,16,3,0,,
8/4/20 17:27,8/4/20 17:43,IP Address,5.172.232.4,100,961,True,8/4/20 17:43,R_3j6hINAJsTd0WgN,,,,,52.23939514,21.03619385,anonymous,EN,5efec0cffc86a73c9cf173e7,Left,"7,9",7,Orange,Right,52.628,53.013,102.103,2,Right,2.928,2.928,4.472,1,Right,2.78,2.78,7.144,1,Right,2.25,3.619,4.399,2,Right,32.123,32.411,33.471,2,Right,3.283,3.283,5.441,1,Right,6.972,6.972,9.016,1,Right,1.752,1.752,9.512,1,Left,4.061,4.061,5.372,1,Left,2.336,2.336,3.129,1,Right,2.146,2.393,3.318,2,Left,1.643,1.643,2.678,1,Left,2.857,2.857,3.872,1,Left,0,0,0.438,0,Left,3.408,3.408,7.807,1,Right,2.913,3.575,3.805,2,Left,3.671,5.515,6.46,2,Left,8.732,8.732,9.46,1,Right,4.375,4.375,5.558,1,Left,3.14,5.072,5.97,2,Right,8.631,8.631,9.222,1,Right,4.645,4.645,5.532,1,Left,8.329,8.329,9.397,1,Left,2.212,2.212,4.641,1,Right,1.452,1.452,2.187,1,All images load well,totally clear,Male,30000,High School Diploma or equivalent,Orange,1.10,1.3,3,5,2.2,7,6,10%,10,16,4,0,,
8/4/20 17:30,8/4/20 17:45,IP Address,89.64.15.94,100,863,True,8/4/20 17:45,R_3CSYfQfMuunAL87,,,,,52.24920654,21.00030518,anonymous,EN,5de93d9ae045e206b871af2c,Left,7.9,7,Orange,Right,1.944,1.944,2.941,1,Right,1.268,1.268,3.136,1,Right,3.437,3.437,6.789,1,Right,23.754,23.754,25.947,1,Left,1.14,1.14,4.048,1,Right,0.986,0.986,2.901,1,Left,0.952,0.952,3.696,1,Right,0,0,1.991,0,Left,1.385,1.385,3.365,1,Left,0.666,0.666,3.047,1,Right,4.003,4.003,6.112,1,Left,0,0,1.768,0,Left,0,0,2.415,0,Left,1.303,1.303,3.017,1,Right,0,0,2.889,0,Left,1.106,1.106,2.874,1,Right,3.123,3.123,5.471,1,Right,0.377,0.377,3.367,1,Right,0.863,0.863,2.717,1,Right,0.684,0.684,2.74,1,Left,1.273,1.273,2.993,1,Left,7.61,7.61,8.855,1,Left,2.578,2.578,4.569,1,Left,2.669,2.669,4.689,1,Right,3.261,3.261,5.373,1,All images load well,I think both the task and the instructions are clear enough,Female,20.000,Bachelor's Degree,Orange,1.10,1.3,3,5,2.2,7,6,10%,10,16,7,0,,
8/4/20 17:30,8/4/20 17:47,IP Address,66.244.241.34,100,1017,True,8/4/20 17:47,R_1FkNh8qGpTkznQL,,,,,49.51669312,-120.6999969,anonymous,EN,5c8839294b0de2000135270f,Left,7.9,6.10,Orange,Right,16.854,16.854,18.204,1,Right,2.694,2.694,4.378,1,Right,11.272,11.272,12.668,1,Right,11.1,11.1,13.075,1,Left,7.901,7.901,9.154,1,Right,3.45,3.45,4.775,1,Left,0,0,1.078,0,Right,2.498,2.498,4.053,1,Left,2.021,2.021,5.251,1,Left,1.912,1.912,6.156,1,Right,3.352,3.352,6.066,1,Left,6.336,6.336,8.259,1,Left,0.386,0.386,2.68,1,Left,1.929,1.929,3.67,1,Right,3.262,3.262,6.286,1,Right,3.069,3.069,5.886,1,,0,0,10.128,0,Left,5.196,5.196,6.772,1,,0,0,10.033,0,Right,3.365,3.365,4.823,1,Left,1.742,1.742,5.308,1,Right,2.527,2.527,4.779,1,Left,6.282,6.282,7.962,1,Left,6.966,6.966,8.16,1,Right,6.25,6.25,7.762,1,All images load well,clear enough,Female,25000,High School Diploma or equivalent,Both equal,1.10,1.3,3,5,2.2,7,6,10%,10,16,6,0,,
8/4/20 17:30,8/4/20 17:47,IP Address,122.60.178.219,100,1043,True,8/4/20 17:48,R_22yuBgwl9zach0x,,,,,-36.8506012,174.7679138,anonymous,EN,5e7885df81606d3f5e51cb5e,Left,7.9,7,Orange,Right,2.4,33.014,35.151,5,Right,4.602,6.623,8.098,2,Right,3.335,22.784,56.665,3,Right,0.509,44.167,48.82,3,Right,10.724,18.707,21.423,3,Right,0.543,6.383,7.965,4,Left,0.508,6.049,7.215,3,Right,1.695,4.264,5.818,3,Left,0.355,3.475,4.858,3,Left,2.563,8.673,10.008,3,Left,0.823,6.494,8.334,4,Right,0.565,7.946,9.017,4,Left,1.613,7.493,9.254,4,Left,3.662,7.295,8.244,3,Right,4.999,4.999,10.008,1,Right,2.937,7.827,8.867,4,Left,5.028,6.832,10.107,2,Left,3.064,4.766,6.522,2,Right,1.531,6.964,8.817,4,Right,2.306,5.099,6.662,3,Left,0.576,8.4,10.01,3,Right,7.257,8.201,9.154,2,Right,4.673,9.446,10.107,4,Left,1.693,5.343,6.69,3,,0.259,0.259,10.012,1,All images load well,The button to move to next question was very low in the screen and it took time to move to that button. The instructions were very clear.,Male,30000,Bachelor's Degree,Orange,1.10,1.3,3,5,2.2,7,6,10%,10,16,1,0,,
8/4/20 17:39,8/4/20 17:48,IP Address,213.22.214.154,100,515,True,8/4/20 17:48,R_1OpKCd7nkYhtiCn,,,,,41.13209534,-8.620407104,anonymous,EN,5f2351d2da440d0575c75dec,Left,7.9,7,Orange,Right,5.007,5.007,5.844,1,Right,2.349,2.349,3.265,1,Right,10.979,10.979,17.488,1,Right,4.685,4.685,6.782,1,Right,31.181,31.181,32.218,1,Right,2.441,2.441,3.489,1,Left,2.742,2.742,3.651,1,Right,2.357,2.357,3.022,1,Left,1.809,1.809,2.877,1,Left,3.64,3.64,4.927,1,Right,2.254,2.254,3.632,1,Left,2.422,2.422,3.46,1,Left,4.844,4.844,5.642,1,Left,1.307,1.307,2.376,1,Right,3.434,3.434,5.501,1,Right,5.726,5.726,6.523,1,Right,3.628,3.628,4.316,1,Left,7.271,7.271,8.849,1,Left,4.93,4.93,8.737,1,Right,6.827,6.827,7.905,1,Left,6.09,6.09,7.098,1,Left,6.789,6.789,7.746,1,Right,6.121,6.121,8.349,1,Right,1.445,1.445,2.435,1,Right,6.087,6.087,6.826,1,All images load well,Was a good study,Male,30000,High School Diploma or equivalent,Orange,1.10,1.3,3,5,2.2,7,6,10%,10,16,10,1,,
8/4/20 17:30,8/4/20 17:50,IP Address,79.169.170.161,100,1197,True,8/4/20 17:50,R_1NkrrZUykpaehtM,,,,,40.15089417,-8.861801147,anonymous,EN,5e9ca45fd662f21da7c2ac6e,Left,7.9,7,Orange,Right,17.03,17.03,17.874,1,Right,2.551,2.551,3.281,1,Right,3.46,3.46,4.357,1,Right,3.006,3.006,4.471,1,Right,21.249,21.249,24.035,1,Right,3.546,3.546,4.965,1,Left,2.31,2.31,3.584,1,Right,1.772,2.756,3.75,2,Left,1.118,1.118,2.328,1,Left,1.653,1.653,3.224,1,Right,1.774,1.774,3.105,1,Left,1.622,1.622,2.608,1,Left,1.61,1.61,2.716,1,Left,1.259,1.259,2.316,1,Right,2.27,2.27,3.609,1,Right,1.96,1.96,2.953,1,Right,5.045,5.045,6.224,1,Left,6.839,6.839,8.505,1,Right,4.65,4.65,5.932,1,,0,0,10.009,0,Left,3.143,4.359,6.817,2,Left,2.269,2.269,7.743,1,Left,5.824,5.824,10.007,1,Left,4.089,4.089,5.387,1,Left,3.281,3.281,5.066,1,All images load well,It's clear,Male,30000,High School Diploma or equivalent,Both equal,1.10,1.3,3,5,2.2,7,6,10%,10,16,4,0,,
8/4/20 17:30,8/4/20 17:51,IP Address,94.254.218.5,100,1275,True,8/4/20 17:51,R_1oBG7eqbEEwNIFl,,,,,52.23939514,21.03619385,anonymous,EN,5ee389a50d2973011b577b23,Left,7.9,7,Orange,Right,8.582,17.974,19.382,3,Right,7.252,8.263,9.746,2,Right,7.015,26.407,27.503,4,Right,16.927,18.022,19.125,2,Right,2.43,35.574,36.702,4,Right,0.491,3.627,4.501,3,Left,5.101,6.533,7.289,2,Right,0.286,2.815,3.788,3,Left,0.251,1.493,2.865,2,Left,2.068,4.174,4.701,3,Right,0.956,5.02,6.194,4,Left,8.351,8.974,9.814,2,Right,0.689,3.865,4.323,4,Left,5.816,5.816,6.767,1,,2.314,8.321,10.019,3,Right,3.009,7.361,7.967,4,Left,1.101,8.812,9.588,3,Left,2.019,9.763,10.012,3,Left,0.33,3.418,5.261,3,Left,2.705,5.529,6.69,3,Left,0.717,2.125,3.045,2,Left,6.032,8.016,8.944,3,Left,2.194,5.274,6.179,3,Left,3.754,4.562,5.792,2,Right,2.938,5.402,6.286,3,All images load well,,Male,"40,000",High School Diploma or equivalent,Both equal,1.10,1.3,3,5,2.2,7,6,10%,10,16,3,0,,
8/4/20 17:31,8/4/20 17:53,IP Address,187.178.24.111,100,1324,True,8/4/20 17:53,R_3dBPtNDKCPgMWg9,,,,,19.38369751,-99.17569733,anonymous,EN,5b74641086b60700014ef85c,Left,7.9,7,Orange,Right,14.631,14.631,15.895,1,Right,10.931,10.931,12.156,1,Right,7.606,29.827,31.174,2,Right,3.467,3.467,42.385,1,Left,1.651,1.651,4.892,1,Right,0.78,0.78,2.22,1,Left,1.972,1.972,3.061,1,Right,2.271,4.132,6.447,2,Left,1.25,1.25,4.256,1,Left,0,0,0.814,0,,0,0,10.012,0,Right,6.372,6.372,10.009,1,Left,3.108,3.108,6.67,1,,0,0,10.112,0,Right,1.829,1.829,9.167,1,Right,3.71,5.01,10.012,2,Left,3.255,3.255,4.836,1,Right,4.194,6.784,8.279,3,Left,3.172,3.172,6.578,1,Right,2.346,3.374,3.887,2,Left,2.283,2.283,6.766,1,Left,1.685,1.685,3.063,1,Right,7.482,7.482,10.013,1,Right,1.874,1.874,3.533,1,Right,2.027,4.279,5.229,2,All images load well,Clear enough,Female,18550,Bachelor's Degree,Both equal,1.10,1.3,3,5,2.2,7,6,10%,10,16,3,0,,
8/4/20 17:32,8/4/20 17:59,IP Address,89.230.28.232,100,1623,True,8/4/20 17:59,R_1Nq2lHyFVxYYZEj,,,,,52.59249878,21.44720459,anonymous,EN,5cab5929291df900165c1ff9,Left,7.9,6,Orange,Right,2.713,2.713,24.546,1,Right,4.016,4.016,5.388,1,Right,17.321,17.321,18.452,1,Right,10.378,10.378,11.68,1,Right,3.798,9.253,19.146,2,Right,8.882,8.882,10.11,1,Left,3.874,3.874,5.991,1,Right,1.938,1.938,3.081,1,Left,4.614,4.614,5.762,1,Left,3.225,3.225,10.107,1,Right,2.215,2.215,3.341,1,Left,1.693,1.693,2.63,1,Left,4.501,4.501,5.558,1,Left,8.421,8.421,10.01,1,Right,3.218,3.218,10.115,1,Right,6.201,6.201,7.547,1,Right,9.074,9.074,10.006,1,Right,7.833,9.68,10.007,2,Left,3.217,9.774,10.008,2,Right,3.307,3.307,6.67,1,Left,3.033,3.033,4.182,1,Right,5.296,5.717,6.932,2,Left,7.664,7.664,8.882,1,Left,1.832,1.832,2.761,1,Right,2.86,2.86,3.801,1,All images load well,,Male,15k,High School Diploma or equivalent,Both equal,1.10,1.3,3,5,2.2,7,6,10%,10,16,3,0,,
8/4/20 18:30,8/4/20 18:35,IP Address,2.82.71.66,100,341,True,8/4/20 18:35,R_qRxDu2ipLi4d4TT,,,,,41.02789307,-8.581893921,anonymous,EN,5f23525ad6bca511d420f843,Left,7.9,7,Orange,Right,9.071,9.071,10.13,1,Right,1.532,1.532,2.179,1,Right,10.913,10.913,11.609,1,Right,2.481,2.481,3.21,1,Left,3.551,3.551,5.947,1,Right,1.975,1.975,2.84,1,Left,2.01,2.01,2.781,1,Right,1.426,1.426,2.187,1,Left,1.103,1.988,2.213,2,Left,6.553,6.553,7.575,1,Right,1.684,1.684,2.522,1,Left,1.753,1.753,2.402,1,Left,1.793,1.793,2.805,1,Left,3.12,3.12,4.157,1,Right,1.258,1.258,2.375,1,Right,6.65,6.65,9.047,1,Left,6.641,6.641,7.799,1,Left,2.086,2.086,4.925,1,Left,9.77,9.77,10.107,1,Right,2.919,2.919,3.503,1,Left,2.268,2.268,3.059,1,Right,7.713,7.713,8.442,1,Left,6.231,6.231,7.185,1,Right,2.762,2.762,3.545,1,Right,2.046,2.046,3.527,1,All images load well,Yes it is pretty clear,Male,20000,High School Diploma or equivalent,Orange,1.10,1.3,3,5,2.2,7,6,10%,10,16,6,0,,
8/4/20 17:32,8/4/20 18:43,IP Address,5.38.128.251,100,4296,True,8/4/20 18:43,R_3NCCH0svSMNbe5y,,,,,47.49839783,19.04040527,anonymous,EN,5e106c1019232d75243365ba,Left,7.9,7,Orange,Right,9.517,124.306,126.909,4,Right,13.095,27.952,30.439,2,Right,54.892,59.32,61.536,2,Right,2,26.852,28.774,4,Right,7.663,84.815,86.781,3,Right,2.641,4.665,6.302,2,Left,5.599,8.102,9.874,2,Right,2.435,4.377,5.965,2,Left,4.267,6.659,8.475,2,Left,4.735,7.215,8.901,2,Right,2.002,8.366,9.86,3,Left,2.211,7.644,10.024,3,,7.701,7.701,10.03,1,,6.502,6.502,10.012,1,Right,2.878,5.076,7.258,2,Right,7.156,9.27,10.023,2,,0,0,0,0,Left,3.05,6.972,10.075,2,Left,3.465,9.4,10.109,2,,5.678,5.678,10.011,1,,0,0,10.119,0,Right,1.642,7.312,9.688,2,Left,4.481,6.872,10.084,2,,0,0,10.115,0,Right,4.833,8.224,10.026,2,All images load well,The task was clear enough but the timed for the second part is too short,Male,5000,Bachelor's Degree,Orange,1.10,1.3,3,5,2.2,7,6,10%,10,16,1,0,,
